"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status"
"2423",31348,"ATMOS ENERGY CORPORATION - MID-TEX","Gas Distribution","ACTIVE",4473,"Atmos","Current"
"2424",31348,"ATMOS ENERGY CORPORATION - MID-TEX","Gas Transmission","ACTIVE",4473,"Atmos","Current"
"2425",31349,"FAIRFAX, CITY OF","Gas Distribution","ACTIVE",31349,"FAIRFAX, CITY OF","Current"
"2426",31352,"WHITING PETROLEUM CORP","Gas Gathering","INACTIVE",31352,"WHITING PETROLEUM CORP","Current"
"2427",31352,"WHITING PETROLEUM CORP","Gas Transmission","INACTIVE",31352,"WHITING PETROLEUM CORP","Current"
"2428",31352,"WHITING PETROLEUM CORP","Hazardous Liquid","INACTIVE",40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC","Current"
"2429",31352,"WHITING PETROLEUM CORP","Hazardous Liquid","INACTIVE",31352,"WHITING PETROLEUM CORP","Superseded"
"2430",31354,"BLUEBONNET NATURAL GAS, LLC","Gas Distribution","ACTIVE",31354,"BLUEBONNET NATURAL GAS, LLC","Current"
"2431",31356,"VECTOR PIPELINE, L.P.","Gas Transmission","ACTIVE",19235,"Enbridge","Current"
"2432",31356,"VECTOR PIPELINE, L.P.","Gas Transmission","ACTIVE",11169,"Enbridge","Current"
"2433",31360,"MILLENNIUM ENERGY INC","Gas Distribution","ACTIVE",31360,"MILLENNIUM ENERGY INC","Current"
"2434",31363,"CITY OF WAHOO","Gas Distribution","ACTIVE",31363,"CITY OF WAHOO","Current"
"2435",31365,"AMERICAN MIDSTREAM (SEACREST), LP","Gas Gathering","ACTIVE",32595,"HIGH POINT GAS GATHERING, LLC","Current"
"2436",31365,"AMERICAN MIDSTREAM (SEACREST), LP","Gas Gathering","ACTIVE",189,"American Midstream","Superseded"
"2437",31365,"AMERICAN MIDSTREAM (SEACREST), LP","Gas Transmission","ACTIVE",32595,"HIGH POINT GAS GATHERING, LLC","Current"
"2438",31365,"AMERICAN MIDSTREAM (SEACREST), LP","Gas Transmission","ACTIVE",189,"American Midstream","Superseded"
"2439",31366,"BRAINARD GAS CORP","Gas Distribution","INACTIVE",13635,"Orwell","Current"
"2440",31368,"SMARR ENERGY FACILITY","Gas Transmission","ACTIVE",31368,"SMARR ENERGY FACILITY","Current"
"2441",31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Gas Transmission","ACTIVE",1845,"Buckeye","Current"
"2442",31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Hazardous Liquid","ACTIVE",1845,"Buckeye","Current"
"2443",31372,"TICONA POLYMERS INC","Gas Transmission","ACTIVE",31372,"TICONA POLYMERS INC","Current"
"2444",31374,"MCLEOD GAS GATHERING & PROCESSING CO","Gas Gathering","INACTIVE",31374,"MCLEOD GAS GATHERING & PROCESSING CO","Current"
"2445",31381,"OZONA RESIDUE SYSTEM CO","Gas Transmission","INACTIVE",31381,"OZONA RESIDUE SYSTEM CO","Current"
"2446",31382,"CIMAREX ENERGY CO. OF COLORADO","Gas Gathering","INACTIVE",31382,"CIMAREX ENERGY CO. OF COLORADO","Current"
"2447",31382,"CIMAREX ENERGY CO. OF COLORADO","Gas Transmission","INACTIVE",31382,"CIMAREX ENERGY CO. OF COLORADO","Current"
"2448",31387,"ZAPCO ENERGY TACTICS","Gas Transmission","INACTIVE",31387,"ZAPCO ENERGY TACTICS","Current"
"2449",31389,"ALLIANCE ENERGY TRANSMISSIONS - SYRACUSE, LLC","Gas Transmission","ACTIVE",31389,"ALLIANCE ENERGY TRANSMISSIONS - SYRACUSE, LLC","Current"
"2450",31390,"OREGON STEEL MILLS","Gas Transmission","ACTIVE",31390,"OREGON STEEL MILLS","Current"
"2451",31391,"LINDE GAS NORTH AMERICA, LLC","Gas Transmission","ACTIVE",31391,"LINDE GAS NORTH AMERICA, LLC","Current"
"2452",31391,"LINDE GAS NORTH AMERICA, LLC","Hazardous Liquid","ACTIVE",31391,"LINDE GAS NORTH AMERICA, LLC","Current"
"2453",31392,"SUNFLOWER ELECTRIC POWER CORP","Gas Transmission","ACTIVE",15359,"BLACK HILLS","Current"
"2454",31394,"CALIFORNIA GAS GATHERING INC","Gas Transmission","INACTIVE",31394,"GasBiz","Current"
"2455",31395,"BBT TENNESSEE RIVER, LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2456",31406,"FRONTIER NATURAL GAS COMPANY","Gas Distribution","ACTIVE",31406,"FRONTIER ENERGY","Current"
"2457",31406,"FRONTIER NATURAL GAS COMPANY","Gas Transmission","ACTIVE",31406,"FRONTIER ENERGY","Current"
"2458",31408,"DALLAS PRODUCTION INC","Gas Gathering","ACTIVE",31408,"DALLAS PRODUCTION INC","Current"
"2459",31408,"DALLAS PRODUCTION INC","Gas Transmission","ACTIVE",31408,"DALLAS PRODUCTION INC","Current"
"2460",31412,"GUTHRIE NATURAL GAS","Gas Distribution","ACTIVE",31412,"GUTHRIE NATURAL GAS","Current"
"2461",31413,"COMMUNITY ENERGY RESOURCE COOPERATIVE","Gas Distribution","ACTIVE",31413,"COMMUNITY ENERGY RESOURCE COOPERATIVE","Current"
"2462",31414,"CENTRAL VALLEY AG COOPERATIVE","Gas Distribution","INACTIVE",31414,"CENTRAL VALLEY AG COOPERATIVE","Current"
"2463",31416,"CITY OF WALL LAKE","Gas Distribution","ACTIVE",31416,"CITY OF WALL LAKE","Current"
"2464",31416,"CITY OF WALL LAKE","Gas Transmission","ACTIVE",31416,"CITY OF WALL LAKE","Current"
"2465",31420,"VOPAK TERMINAL LOS ANGELES INC.","Hazardous Liquid","ACTIVE",31420,"VOPAK TERMINAL LOS ANGELES INC.","Current"
"2466",31421,"TOTAL PEAKING SERVICES","LNG Plant/Facility","ACTIVE",31421,"TOTAL PEAKING SERVICES","Current"
"2467",31423,"ENBRIDGE ENERGY MARKETING LLC","Hazardous Liquid","INACTIVE",31423,"Enbridge","Current"
"2468",31424,"BBT SIGCO INTRASTATE, LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2469",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Gas Gathering","ACTIVE",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Current"
"2470",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Gas Transmission","ACTIVE",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Current"
"2471",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Gas Transmission","ACTIVE",38937,"Midcoast Energy L.P.","Superseded"
"2472",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Gas Transmission","ACTIVE",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Superseded"
"2473",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Gas Transmission","ACTIVE",11169,"Enbridge","Superseded"
"2474",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Hazardous Liquid","ACTIVE",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Current"
"2475",31425,"MIDCOAST PIPELINES (TEXAS GATHERING) L.P.","Hazardous Liquid","ACTIVE",38937,"Midcoast Energy L.P.","Superseded"
"2476",31426,"BBT ONSHORE PIPELINES LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2477",31428,"MERIT ENERGY COMPANY","Gas Gathering","INACTIVE",31428,"MERIT ENERGY COMPANY","Current"
"2478",31430,"MORTIMER PRODUCTION COMPANY","Gas Gathering","ACTIVE",31430,"MORTIMER EXPLORATION CO","Current"
"2479",31432,"ALLIANT GAS","Gas Distribution","ACTIVE",31432,"ALLIANT GAS","Current"
"2480",31433,"CITY OF HENNING","Gas Distribution","ACTIVE",31433,"CITY OF HENNING","Current"
"2481",31434,"PALMER PETROLEUM INC","Hazardous Liquid","ACTIVE",31434,"PALMER PETROLEUM INC","Current"
"2482",31439,"HARDEE POWER PARTNERS LTD","Gas Transmission","ACTIVE",31439,"HARDEE POWER PARTNERS LTD","Current"
"2483",31442,"DOUGLAS PIPELINE CO","Gas Transmission","ACTIVE",31442,"Douglas","Current"
"2484",31443,"ALON USA, LP","Gas Transmission","ACTIVE",31443,"ALON USA, LP","Current"
"2485",31443,"ALON USA, LP","Hazardous Liquid","ACTIVE",31443,"ALON USA, LP","Current"
"2486",31448,"ENBRIDGE PIPELINES (TOLEDO) INC","Hazardous Liquid","ACTIVE",11169,"Enbridge","Current"
"2487",31450,"OSBORN, W B OIL & GAS OPERATIONS","Gas Gathering","INACTIVE",31450,"OSBORN, W B OIL & GAS OPERATIONS","Current"
"2488",31451,"KINDER MORGAN TEXAS PIPELINE CO","Gas Gathering","ACTIVE",18092,"Kinder Morgan","Current"
"2489",31451,"KINDER MORGAN TEXAS PIPELINE CO","Gas Gathering","ACTIVE",2564,"Kinder Morgan","Current"
"2490",31451,"KINDER MORGAN TEXAS PIPELINE CO","Gas Transmission","ACTIVE",2564,"Kinder Morgan","Current"
"2491",31451,"KINDER MORGAN TEXAS PIPELINE CO","Gas Transmission","ACTIVE",18092,"Kinder Morgan","Current"
"2492",31451,"KINDER MORGAN TEXAS PIPELINE CO","Hazardous Liquid","ACTIVE",2564,"Kinder Morgan","Current"
"2493",31451,"KINDER MORGAN TEXAS PIPELINE CO","UNGS","ACTIVE",2564,"Kinder Morgan","Current"
"2494",31454,"NUSTAR LOGISTICS, L.P.","Hazardous Liquid","ACTIVE",31454,"NuStar","Current"
"2495",31455,"CALUMET MONTANA REFINING, LLC","Hazardous Liquid","ACTIVE",31455,"CALUMET MONTANA REFINING, LLC","Current"
"2496",31457,"FIVE VALLEY GAS CO","Gas Distribution","INACTIVE",31457,"FIVE VALLEY GAS CO","Current"
"2497",31460,"DOD DEFENSE ENERGY SUPPORT CENTER","Hazardous Liquid","ACTIVE",31460,"DOD DEFENSE ENERGY SUPPORT CENTER","Current"
"2498",31467,"UGI CENTRAL PENN GAS, INC","Gas Distribution","INACTIVE",31467,"UGI CENTRAL PENN GAS, INC","Current"
"2499",31467,"UGI CENTRAL PENN GAS, INC","Gas Transmission","INACTIVE",31467,"UGI CENTRAL PENN GAS, INC","Current"
"2500",31470,"VECTREN ENERGY DELIVERY OF OHIO","Gas Distribution","ACTIVE",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","Current"
"2501",31470,"VECTREN ENERGY DELIVERY OF OHIO","Gas Distribution","ACTIVE",31470,"VECTREN ENERGY DELIVERY OF OHIO","Current"
"2502",31470,"VECTREN ENERGY DELIVERY OF OHIO","Gas Transmission","ACTIVE",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","Current"
"2503",31470,"VECTREN ENERGY DELIVERY OF OHIO","Gas Transmission","ACTIVE",31470,"VECTREN ENERGY DELIVERY OF OHIO","Current"
"2504",31471,"SANDRIDGE CO2, LLC","Hazardous Liquid","INACTIVE",31471,"SANDRIDGE CO2, LLC","Current"
"2505",31472,"SCISSORTAIL ENERGY LLC","Gas Gathering","ACTIVE",18092,"Kinder Morgan","Current"
"2506",31472,"SCISSORTAIL ENERGY LLC","Gas Gathering","ACTIVE",2564,"Kinder Morgan","Current"
"2507",31472,"SCISSORTAIL ENERGY LLC","Gas Gathering","ACTIVE",18092,"Kinder Morgan","Superseded"
"2508",31472,"SCISSORTAIL ENERGY LLC","Gas Transmission","ACTIVE",2564,"Kinder Morgan","Current"
"2509",31472,"SCISSORTAIL ENERGY LLC","Gas Transmission","ACTIVE",18092,"Kinder Morgan","Current"
"2510",31472,"SCISSORTAIL ENERGY LLC","Gas Transmission","ACTIVE",18092,"Kinder Morgan","Superseded"
"2511",31472,"SCISSORTAIL ENERGY LLC","Gas Transmission","ACTIVE",31472,"SCISSORTAIL ENERGY LLC","Superseded"
"2512",31472,"SCISSORTAIL ENERGY LLC","Hazardous Liquid","ACTIVE",18092,"Kinder Morgan","Current"
"2513",31473,"NORTHEAST MS NATURAL GAS DISTRICT","Gas Distribution","ACTIVE",31473,"NORTHEAST MS NATURAL GAS DISTRICT","Current"
"2514",31475,"TRINITY PIPELINE GP LLC","Hazardous Liquid","ACTIVE",31475,"TRINITY PIPELINE GP LLC","Current"
"2515",31476,"ROSE ROCK MIDSTREAM OPERATING, LLC","Hazardous Liquid","ACTIVE",32099,"Energy Transfer","Current"
"2516",31476,"ROSE ROCK MIDSTREAM OPERATING, LLC","Hazardous Liquid","ACTIVE",31476,"SemGroup","Superseded"
"2517",31477,"CPN PIPELINE COMPANY","Gas Gathering","ACTIVE",31477,"Calpine","Current"
"2518",31477,"CPN PIPELINE COMPANY","Gas Transmission","ACTIVE",31788,"CALPINE TEXAS PIPELINE LP","Current"
"2519",31480,"BIS TEPSCO INC.","Gas Transmission","INACTIVE",31480,"BIS TEPSCO INC.","Current"
"2520",31481,"BANGOR NATURAL GAS CO.","Gas Distribution","ACTIVE",31481,"BANGOR GAS CO LLC","Current"
"2521",31481,"BANGOR NATURAL GAS CO.","Gas Transmission","ACTIVE",31481,"BANGOR GAS CO LLC","Current"
"2522",31483,"CITY OF SCRIBNER UTILITIES","Gas Distribution","ACTIVE",31483,"CITY OF SCRIBNER UTILITIES","Current"
"2523",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Gas Gathering","ACTIVE",19235,"Enbridge","Current"
"2524",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Gas Gathering","ACTIVE",31485,"Enbridge","Current"
"2525",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Gas Transmission","ACTIVE",19235,"Enbridge","Current"
"2526",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Gas Transmission","ACTIVE",11169,"Enbridge","Current"
"2527",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Gas Transmission","ACTIVE",31485,"Enbridge","Current"
"2528",31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Hazardous Liquid","ACTIVE",31485,"Enbridge","Current"
"2529",31486,"MoGAS PIPELINE LLC","Gas Transmission","ACTIVE",31486,"MoGAS PIPELINE LLC","Current"
"2530",31487,"MAINE NATURAL GAS","Gas Distribution","ACTIVE",31487,"MAINE NATURAL GAS","Current"
"2531",31487,"MAINE NATURAL GAS","Gas Transmission","ACTIVE",31487,"MAINE NATURAL GAS","Current"
"2532",31491,"SANCHEZ OIL & GAS CORP","Gas Transmission","INACTIVE",31491,"SANCHEZ OIL & GAS CORP","Current"
"2533",31492,"TARGA PIPELINE MID-CONTINENT LLC","Gas Gathering","ACTIVE",32296,"Targa","Current"
"2534",31492,"TARGA PIPELINE MID-CONTINENT LLC","Gas Gathering","ACTIVE",31492,"Atlas","Superseded"
"2535",31492,"TARGA PIPELINE MID-CONTINENT LLC","Gas Transmission","ACTIVE",32296,"Targa","Current"
"2536",31492,"TARGA PIPELINE MID-CONTINENT LLC","Gas Transmission","ACTIVE",31492,"Atlas","Superseded"
"2537",31494,"CITY WATER AND LIGHT PLANT","Gas Transmission","ACTIVE",31494,"CITY WATER AND LIGHT PLANT","Current"
"2538",31497,"WENDOVER GAS CO","Gas Distribution","ACTIVE",31497,"WENDOVER GAS CO","Current"
"2539",31498,"CLAIBORNE UTILITIES DISTRICT","Gas Distribution","ACTIVE",31498,"CLAIBORNE UTILITIES DISTRICT","Current"
"2540",31501,"M-R VENTURES, LLC","Gas Gathering","ACTIVE",31501,"M-R VENTURES, LLC","Current"
"2541",31501,"M-R VENTURES, LLC","Gas Transmission","ACTIVE",31501,"M-R VENTURES, LLC","Current"
"2542",31502,"OCCIDENTAL PERMIAN LTD","Gas Transmission","ACTIVE",31502,"OCCIDENTAL PERMIAN LTD","Current"
"2543",31502,"OCCIDENTAL PERMIAN LTD","Hazardous Liquid","ACTIVE",31502,"OCCIDENTAL PERMIAN LTD","Current"
"2544",31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","Hazardous Liquid","ACTIVE",31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","Current"
"2545",31515,"ALPINE NATURAL GAS","Gas Distribution","ACTIVE",31515,"ALPINE NATURAL GAS","Current"
"2546",31516,"LOUISIANA GENERATING, LLC","Gas Transmission","ACTIVE",32239,"EMS USA, INC.","Current"
"2547",31517,"ASCEND PERFORMANCE MATERIALS TEXAS INC","Hazardous Liquid","ACTIVE",31517,"ASCEND PERFORMANCE MATERIALS, LLC","Current"
"2548",31519,"MISSION PIPELINE CO","Gas Transmission","INACTIVE",31519,"MISSION PIPELINE CO","Current"
"2549",31520,"MISSION NATURAL GAS","Gas Transmission","ACTIVE",39420,"FLORIDA SOUTHEAST CONNECTION, LLC","Current"
"2550",31520,"MISSION NATURAL GAS","Gas Transmission","ACTIVE",31520,"MISSION NATURAL GAS","Superseded"
"2551",31521,"CONSUMERS GAS COOPERATIVE","Gas Distribution","ACTIVE",31521,"CONSUMERS GAS COOPERATIVE","Current"
"2552",31522,"KB PIPELINE","Gas Transmission","ACTIVE",31522,"KB PIPELINE","Current"
"2553",31523,"ANDERSON OIL LTD","Hazardous Liquid","ACTIVE",31523,"ANDERSON OIL LTD","Current"
"2554",31525,"CITY OF RIENZI MUNICIPAL GAS","Gas Distribution","ACTIVE",31525,"CITY OF RIENZI MUNICIPAL GAS","Current"
"2555",31526,"DELAWARE STORAGE AND PIPELINE COMPANY","Hazardous Liquid","ACTIVE",31526,"Bart Management","Current"
"2556",31528,"SALT PLAINS STORAGE, LLC","Gas Gathering","ACTIVE",31528,"SALT PLAINS STORAGE INC","Current"
"2557",31528,"SALT PLAINS STORAGE, LLC","Gas Transmission","ACTIVE",31528,"SALT PLAINS STORAGE INC","Current"
"2558",31528,"SALT PLAINS STORAGE, LLC","UNGS","ACTIVE",31528,"SALT PLAINS STORAGE INC","Current"
"2559",31531,"ONEOK WESTEX TRANSMISSION, LLC","Gas Distribution","ACTIVE",12498,"OneOK","Current"
"2560",31531,"ONEOK WESTEX TRANSMISSION, LLC","Gas Transmission","ACTIVE",12498,"OneOK","Current"
"2561",31532,"ONEOK GAS STORAGE, LLC","Gas Transmission","INACTIVE",12498,"OneOK","Current"
"2562",31533,"ONEOK GAS GATHERING, LLC","Gas Distribution","INACTIVE",12498,"OneOK","Current"
"2563",31533,"ONEOK GAS GATHERING, LLC","Gas Gathering","INACTIVE",12498,"OneOK","Current"
"2564",31534,"ONEOK TEXAS GAS STORAGE, LLC","Gas Transmission","ACTIVE",12498,"OneOK","Current"
"2565",31534,"ONEOK TEXAS GAS STORAGE, LLC","UNGS","ACTIVE",31534,"ONEOK TEXAS GAS STORAGE, LLC","Current"
"2566",31534,"ONEOK TEXAS GAS STORAGE, LLC","UNGS","ACTIVE",31534,"ONEOK TEXAS GAS STORAGE, LLC","Superseded"
"2567",31536,"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC","Hazardous Liquid","INACTIVE",31536,"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC","Current"
"2568",31539,"HANSON ENGINEERING, L.C.","Gas Distribution","ACTIVE",31539,"HANSON ENGINEERING, L.C.","Current"
"2569",31539,"HANSON ENGINEERING, L.C.","Gas Transmission","ACTIVE",31539,"HANSON ENGINEERING, L.C.","Current"
"2570",31540,"APACHE GAS TRANSMISSION","Gas Transmission","ACTIVE",976,"Burkesville","Current"
"2571",31541,"GREKA","Gas Gathering","ACTIVE",31541,"GREKA ENERGY","Current"
"2572",31542,"CITY OF EAGLE MOUNTAIN","Gas Distribution","INACTIVE",31542,"CITY OF EAGLE MOUNTAIN","Current"
"2573",31543,"BBT TRANS-UNION INTERSTATE PIPELINE, L.P.","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2574",31543,"BBT TRANS-UNION INTERSTATE PIPELINE, L.P.","Gas Transmission","ACTIVE",31543,"TRANS-UNION INTERSTATE PIPELINE, L.P.","Superseded"
"2575",31544,"ABARTA OIL & GAS CO","Gas Gathering","ACTIVE",31544,"ABARTA OIL & GAS CO","Current"
"2576",31546,"CENTRAL LOUISIANA ENERGY PIPELINE CO (CLEPCO)","Gas Transmission","ACTIVE",31546,"CENTRAL LOUISIANA ENERGY PIPELINE CO (CLEPCO)","Current"
"2577",31546,"CENTRAL LOUISIANA ENERGY PIPELINE CO (CLEPCO)","Hazardous Liquid","ACTIVE",31546,"CENTRAL LOUISIANA ENERGY PIPELINE CO (CLEPCO)","Current"
"2578",31552,"ALPINE TRANSPORTATION CO.","Hazardous Liquid","ACTIVE",31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","Current"
"2579",31552,"ALPINE TRANSPORTATION CO.","Hazardous Liquid","ACTIVE",31552,"Alpine","Current"
"2580",31554,"BOARDWALK PETROCHEMICAL PIPELINE, LLC","Hazardous Liquid","ACTIVE",39138,"Boardwalk","Current"
"2581",31554,"BOARDWALK PETROCHEMICAL PIPELINE, LLC","Hazardous Liquid","ACTIVE",2731,"Chevron","Superseded"
"2582",31555,"KINDER MORGAN CO2 CO. LLC","Hazardous Liquid","ACTIVE",18092,"Kinder Morgan","Current"
"2583",31555,"KINDER MORGAN CO2 CO. LLC","Hazardous Liquid","ACTIVE",31555,"Kinder Morgan","Superseded"
"2584",31556,"CHEVRON MIDSTREAM PIPELINES LLC","Gas Transmission","INACTIVE",2731,"Chevron","Current"
"2585",31556,"CHEVRON MIDSTREAM PIPELINES LLC","Hazardous Liquid","INACTIVE",2731,"Chevron","Current"
"2586",31557,"SOUTHCROSS GULF COAST TRANSMISSION, LTD","Gas Gathering","ACTIVE",31557,"SOUTHCROSS GULF COAST TRANSMISSION, LTD","Current"
"2587",31557,"SOUTHCROSS GULF COAST TRANSMISSION, LTD","Gas Transmission","ACTIVE",31557,"SOUTHCROSS GULF COAST TRANSMISSION, LTD","Current"
"2588",31563,"WHITECAP PIPE LINE COMPANY, L.L.C.","Hazardous Liquid","ACTIVE",2731,"Chevron","Current"
"2589",31564,"7-D GAS SUPPLY CORP","Gas Gathering","ACTIVE",31564,"7-D GAS SUPPLY CORP","Current"
"2590",31565,"GULFSTREAM MANAGEMENT &  OPERATING SERVICES,LLC","Gas Transmission","ACTIVE",19570,"Williams Pipeline","Current"
"2591",31565,"GULFSTREAM MANAGEMENT &  OPERATING SERVICES,LLC","Gas Transmission","ACTIVE",31565,"GULFSTREAM NATURAL GAS SYSTEM, LLC","Current"
"2592",31569,"ODESSA - ECTOR POWER PARTNERS L.P","Gas Transmission","INACTIVE",31569,"ODESSA - ECTOR POWER PARTNERS L.P","Current"
"2593",31570,"TESORO HIGH PLAINS PIPELINE COMPANY LLC","Hazardous Liquid","INACTIVE",30735,"Tesoro","Current"
"2594",31571,"CONSUMERS ENERGY","Gas Distribution","INACTIVE",31571,"CONSUMERS ENERGY","Current"
"2595",31571,"CONSUMERS ENERGY","Gas Transmission","INACTIVE",31571,"CONSUMERS ENERGY","Current"
"2596",31574,"WESTERN REFINING LOGISTICS, LP","Hazardous Liquid","ACTIVE",31574,"WESTERN REFINING PIPELINE COMPANY","Current"
"2597",31575,"THE QUINTIN LITTLE CO INC","Gas Gathering","ACTIVE",31575,"THE QUINTIN LITTLE CO INC","Current"
"2598",31575,"THE QUINTIN LITTLE CO INC","Gas Transmission","ACTIVE",31575,"THE QUINTIN LITTLE CO INC","Current"
"2599",31577,"BBT BAMAGAS INTRASTATE, LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2600",31579,"MAGELLAN PIPELINES HOLDINGS, LP","Hazardous Liquid","ACTIVE",22610,"Magellan","Current"
"2601",31580,"MAGELLAN TERMINALS HOLDINGS, LP","Hazardous Liquid","ACTIVE",22610,"Magellan","Current"
"2602",31581,"BBT MID LOUISIANA GAS TRANSMISSION, LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"2603",31581,"BBT MID LOUISIANA GAS TRANSMISSION, LLC","Gas Transmission","ACTIVE",31581,"MID LOUISIANA GAS TRANSMISSION, LLC","Superseded"
"2604",31582,"ONEOK ROCKIES MIDSTREAM, LLC","Gas Gathering","ACTIVE",31582,"ONEOK ROCKIES MIDSTREAM, LLC","Current"
"2605",31582,"ONEOK ROCKIES MIDSTREAM, LLC","Gas Transmission","ACTIVE",31582,"ONEOK ROCKIES MIDSTREAM, LLC","Current"
"2606",31582,"ONEOK ROCKIES MIDSTREAM, LLC","Hazardous Liquid","ACTIVE",32109,"OneOK","Current"
"2607",31583,"TESORO LOGISTICS OPERATIONS LLC - MOUNTAIN REGION","Hazardous Liquid","INACTIVE",38933,"TESORO LOGISTICS OPERATIONS LLC - SOUTHERN CALIFORNIA","Current"
"2608",31583,"TESORO LOGISTICS OPERATIONS LLC - MOUNTAIN REGION","Hazardous Liquid","INACTIVE",30735,"Tesoro","Current"
"2609",31584,"CENTRAL IOWA POWER COOPERATIVE","Gas Transmission","ACTIVE",31584,"CENTRAL IOWA POWER COOPERATIVE","Current"
"2610",31585,"PVR GAS GATHERING, LLC","Gas Transmission","INACTIVE",31585,"PVR","Current"
"2611",31588,"COSERV GAS, LTD","Gas Distribution","ACTIVE",31588,"COSERV GAS, LTD","Current"
"2612",31591,"STONE ENERGY","Gas Gathering","INACTIVE",31591,"STONE ENERGY","Current"
"2613",31591,"STONE ENERGY","Hazardous Liquid","INACTIVE",31591,"STONE ENERGY","Current"
"2614",31592,"EMPIRE PIPELINE INC","Gas Transmission","ACTIVE",13063,"National Fuel Gas","Current"
"2615",31594,"SOUTHCROSS MUSTANG TRANSMISSION, LTD.","Gas Gathering","ACTIVE",31594,"SouthCross","Current"
"2616",31594,"SOUTHCROSS MUSTANG TRANSMISSION, LTD.","Gas Transmission","ACTIVE",31594,"SouthCross","Current"
"2617",31595,"SOUTHCROSS CCNG GATHERING LTD","Gas Gathering","ACTIVE",31595,"SOUTHCROSS CCNG GATHERING LTD","Current"
"2618",31595,"SOUTHCROSS CCNG GATHERING LTD","Gas Transmission","ACTIVE",31595,"SOUTHCROSS CCNG GATHERING LTD","Current"
"2619",31597,"CITY OF HOOKER","Gas Distribution","ACTIVE",31597,"CITY OF HOOKER","Current"
"2620",31599,"CITY OF SUSANVILLE","Gas Distribution","ACTIVE",31599,"CITY OF SUSANVILLE","Current"
"2621",31599,"CITY OF SUSANVILLE","Gas Transmission","ACTIVE",31599,"CITY OF SUSANVILLE","Current"
"2622",31604,"EQUITRANS MIDSTREAM CORPORATION","Gas Gathering","ACTIVE",31604,"EQT MIDSTREAM","Current"
"2623",31604,"EQUITRANS MIDSTREAM CORPORATION","Gas Transmission","ACTIVE",31604,"EQT MIDSTREAM","Current"
"2624",31604,"EQUITRANS MIDSTREAM CORPORATION","UNGS","ACTIVE",31604,"EQT MIDSTREAM","Current"
"2625",31605,"SILVER CREEK OIL & GAS, LLC","Gas Gathering","INACTIVE",31605,"SILVER CREEK OIL & GAS, LLC","Current"
"2626",31606,"NORTHWEST IOWA POWER COOPERATIVE","Gas Transmission","INACTIVE",31606,"NORTHWEST IOWA POWER COOPERATIVE","Current"
"2627",31608,"LDC, LLC.","Gas Distribution","ACTIVE",31608,"LDC, LLC.","Current"
"2628",31610,"BP WEST COAST PRODUCTS L.L.C.","Gas Transmission","INACTIVE",31189,"BP","Current"
"2629",31610,"BP WEST COAST PRODUCTS L.L.C.","Hazardous Liquid","INACTIVE",31189,"BP","Current"
"2630",31613,"MIDCOAST PIPELINES (EAST TEXAS), L.P.","Gas Gathering","ACTIVE",38937,"Midcoast Energy L.P.","Current"
"2631",31613,"MIDCOAST PIPELINES (EAST TEXAS), L.P.","Gas Gathering","ACTIVE",31613,"Midcoast Pipelines (East Texas) L.P.","Current"
"2632",31613,"MIDCOAST PIPELINES (EAST TEXAS), L.P.","Gas Transmission","ACTIVE",38937,"Midcoast Energy L.P.","Current"
