Calendar Year,Portal_Year,State Abbreviation,Operator ID,Operator Business Name,Unknown ,Unknown ,Pre 1940s,1940-1949,1950-1959 ,1960-1969 ,1970-1979 ,1980-1989,1990-1999 ,2000-2009 ,2010-2019 ,2020-2029,Total Miles by Decade,Unknown services,Pre 1940 Number of Services,1940-1949 Number of Services,1950-1959 Number of Services,1960-1969 Number of Services,1970-1979 Number of Services,1980-1989 Number of Services,1990-1999 Number of Services,2000-2009 Number of Services,2010-2019 Number of Services,2020-2029 Number of Services,Case Mains_Services, CASE 'Mains' WHEN 'Mains' THEN '1' ELSE '0' END
2011,2022-01-11,IA,7165,"HAWARDEN GAS DEPT, CITY OF",20,20,0,0,0,0,0,0,0,0,6,0,26,1142,0,0,0,0,0,0,0,0,64,0,1,1
2011,2022-01-11,IA,8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,1219.54,1219.54,37.39,8.5,186.64,735.84,289.49,249.58,811.31,639.01,53.12,0,4230.42,7357,1791,492,8973,45597,23893,25068,50695,47788,3214,0,1,1
2011,2022-01-11,IA,11119,LAKE PARK MUNICIPAL UTILITIES,5,5,0,0,0,0,0,0,0,6.5,0,0,11.5,436,0,0,0,0,0,12,64,50,13,0,1,1
2011,2022-01-11,IA,11184,LAMONI MUNICIPAL UTILITIES,25.38,25.38,0,0,0,0,0,0,0,0,0,0,25.38,872,0,0,0,0,0,0,0,0,3,0,1,1
2011,2022-01-11,IA,11384,LENOX MUNICIPAL GAS SYSTEM,0,0,0,0,0,31,0,0,0,0,1,0,32,0,0,0,0,532,0,0,0,5,12,0,1,1
2011,2022-01-11,IA,11529,LINEVILLE NATURAL GAS SYSTEM,0,0,0,0,0,6,1,0,0,0,0,0,7,0,0,0,0,137,5,10,10,9,1,0,1,1
2011,2022-01-11,IA,11760,LORIMOR MUNICIPAL GAS SYSTEM,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,182,2,27,4,0,0,1,1
2011,2022-01-11,IA,12090,MANILLA MUNICIPAL GAS DEPT,0,0,0,0,0,5,0,0,1,1,0.7,0,7.7,0,0,0,0,368,12,6,0,21,0,0,1,1
2011,2022-01-11,IA,12102,MANNING NATURAL GAS DEPT,0,0,0,0,0,13,2,3,8,1,0,0,27,0,0,0,0,560,52,48,259,27,2,0,1,1
2011,2022-01-11,IA,12732,MONTEZUMA NATURAL GAS DEPT,0,0,0,0,0,10,2,1,0,3,0,0,16,0,0,0,0,284,185,147,145,48,33,0,1,1
2011,2022-01-11,IA,12794,MORNING SUN MUNICIPAL GAS SYSTEM,0,0,0,0,0,5,0,0,2,1,0,0,8,0,0,0,0,216,20,12,146,25,0,0,1,1
2011,2022-01-11,IA,12823,MOULTON MUNICIPAL GAS SYSTEM,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,308,0,14,5,4,0,1,1
2011,2022-01-11,IA,13750,NORTHERN NATURAL GAS CO,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,1,1
2011,2022-01-11,IA,14380,"OSAGE MUNICIPAL GAS UTILITY, TOWN OF",24,24,0,0,0,0,1,2,3,3,0,0,33,1684,0,0,0,0,0,0,0,151,39,0,1,1
2011,2022-01-11,IA,15359,BLACK HILLS ENERGY,563,563,7,31,156,330,440,315,423,419,63,0,2747,32765,425,1795,9078,19178,25590,18301,24613,24394,3686,0,1,1
2011,2022-01-11,IA,15840,PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX),0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,111,0,0,0,0,1,0,1,1
2011,2022-01-11,IA,15848,PRESTON MUNICIPAL GAS UTILITIES,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,328,25,37,50,30,2,0,1,1
2011,2022-01-11,IA,17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF",0,0,0,3.25,2,0.5,0.25,1,1.5,1.5,0.79,0,10.79,592,0,0,0,0,45,55,40,8,2,0,1,1
2011,2022-01-11,IA,17583,ROCK RAPIDS MUNC UTIL,20.62,20.62,0,0,0,0,0,0.84,6.11,2.43,1.48,0,31.48,980,0,0,0,0,0,45,137,52,5,0,1,1
2011,2022-01-11,IA,17640,ROLFE MUNICIPAL GAS SYSTEM,0,0,0,0,0,7,0,0,1,0,0,0,8,0,0,0,0,363,20,0,0,5,0,0,1,1
2011,2022-01-11,IA,18016,SABULA MUNICIPAL GAS,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,289,21,17,11,0,0,0,1,1
2011,2022-01-11,IA,18020,SAC CITY MUNICIPAL GAS UTIL,0,0,0,0,0,43,0,1,0,0,0,0,44,0,0,0,0,610,313,126,103,22,0,0,1,1
2011,2022-01-11,IA,18108,SANBORN MUNICIPAL GAS DISTRICT,16,16,0,0,0,0,0,0,0,1,0,0,17,568,0,0,0,0,0,0,0,8,3,0,1,1
2011,2022-01-11,IA,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,0,0,0,0,10,6,8,9,9,21.634,4.584,0,68.218,0,0,0,552,394,248,224,314,369,59,0,1,1
2011,2022-01-11,IA,19470,TIPTON MUNICIPAL UTILITIES,0,0,0,0,0,15,0,0,3,6,1,0,25,0,0,0,0,759,180,180,230,86,0,0,1,1
2011,2022-01-11,IA,19476,TITONKA MUNICIPAL GAS SYSTEM,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,116,49,31,73,21,1,0,1,1
2011,2022-01-11,IA,20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),0,0,0,0,0,22,31,19,29,2,1,0,104,0,0,0,0,68,834,2172,1266,309,43,0,1,1
2011,2022-01-11,IA,22235,WAUKEE MUNICIPAL GAS,38,38,0,0,0,0,0,0,6,33,1,0,78,1854,0,0,0,0,0,0,0,1962,235,0,1,1
2011,2022-01-11,IA,22280,WAYLAND MUNICIPAL GAS CO,0,0,0,0,0,5,1,0,1,2.3,4.05,0,13.35,0,0,0,0,307,68,0,37,37,18,0,1,1
2011,2022-01-11,IA,22357,WELLMAN MUNICIPAL GAS SYSTEM,0,0,0,0,0,0,0,9,3,1,0,0,13,0,0,0,0,0,0,547,76,38,0,0,1,1
2011,2022-01-11,IA,22588,"WHITTEMORE, TOWN OF",0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,225,46,7,4,5,0,0,1,1
2011,2022-01-11,IA,22833,WOODBINE MUNICIPLE NATURAL GAS SYSTEM,0,0,0,0,0,8,0,1,1,0,0,0,10,0,0,0,0,362,117,64,120,13,7,0,1,1
2011,2022-01-11,IA,30039,EVERLY MUNICIPAL GAS,3,3,0,0,1,0,0,1,2,0,0,0,7,303,0,0,0,0,0,0,25,17,0,0,1,1
2011,2022-01-11,IA,30515,WINFIELD MUNICIPAL GAS,0,0,0,0,0,12,0,0,0,1,0,0,13,0,0,0,0,469,0,0,21,12,1,0,1,1
2011,2022-01-11,IA,30750,MIDAMERICAN ENERGY COMPANY,10.082,10.082,226.167,122.319,1018.817,1637.135,1050.728,1246.412,2132.799,1828.674,152.091,0,9425.224,29096,5387,2788,31298,69356,67291,87911,113887,80982,9431,0,1,1
2011,2022-01-11,IA,31416,CITY OF WALL LAKE,0,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,275,5,20,0,1,1
2011,2022-01-11,IA,31571,CONSUMERS ENERGY,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,443,0,0,1,1
2011,2022-01-11,IA,31606,NORTHWEST IOWA POWER COOPERATIVE,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,3,0,0,1,1
2011,2022-01-11,IA,31935,ORANGE CITY MUNCIPAL UTILITIES,0,0,0,0,13,6,2,1,8,5,0,0,35,0,0,0,568,243,171,282,422,224,24,0,1,1
2011,2022-01-11,IA,32282,JO-CARROLL ENERGY,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
2011,2022-01-11,IA,32432,EAST CENTRAL IOWA COOPERATIVE,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90,0,0,0,0,0,1,1
2011,2022-01-11,IA,32468,CITY OF MAPLETON,0,0,0,0,0,0,0,0,9.238,0,0,0,9.238,0,0,0,0,0,0,0,511,0,0,0,1,1
2011,2022-01-11,IA,32480,CITY OF ALTON,0,0,0,0,5.906,1.384,0.248,0.234,2.576,1.977,0.709,0,13.034,0,0,0,225,45,55,31,71,44,6,0,1,1
2011,2022-01-11,ID,8160,INTERMOUNTAIN GAS CO,5,5,0,0,686,1070,756,364,1357,1681,45,0,5964,141,0,0,15881,33501,32598,27437,93189,121816,7272,0,1,1
2011,2022-01-11,ID,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,0,0,0,0,0,0,0,0.011,35.403,15.061,0.078,0,50.553,0,0,0,0,0,0,0,1620,357,57,0,1,1
2011,2022-01-11,ID,31232,AVISTA CORP,9.51,9.51,0,0,91.46,304.65,136.92,120.67,776.39,496.4,21.65,0,1957.65,1049,0,0,211,3284,5673,4520,30592,24552,1578,0,1,1
2011,2022-01-11,IL,252,"ALEDO GAS DEPT, CITY OF",0,0,0,0,23,3,1,2,2,1,0.436,0,32.436,0,0,0,1241,216,24,81,39,70,9,0,1,1
2011,2022-01-11,IL,522,ANNA MUNICIPAL GAS CO,0,0,0,0,14,0,0,17,5,2,0,0,38,0,0,0,868,0,0,1054,28,20,17,0,1,1
2011,2022-01-11,IL,855,"AUBURN GAS DEPT, CITY OF",0,0,0,0,2,10,7,6,6,2,0.265,0,33.265,0,0,0,125,228,130,404,260,394,167,0,1,1
2011,2022-01-11,IL,1256,BELLE RIVE GAS CO,0,0,0,0,0,16,0,0,1,0,0,0,17,0,0,0,0,81,72,8,25,4,2,0,1,1
2011,2022-01-11,IL,1392,BETHANY MUNICIPAL GAS SYSTEM,0,0,0,0,0,11,1,0,0,0,0,0,12,0,0,0,0,443,151,4,8,3,0,0,1,1
2011,2022-01-11,IL,1568,BLUFORD MUNICIPAL GAS SYSTEM,0,0,0,0,0,20,0,0,3,12,0,0,35,0,0,0,0,450,0,0,20,51,0,0,1,1
2011,2022-01-11,IL,1944,BUSHNELL MUNICIPAL GAS UTILITY,0,0,0,0,0,43,0,13,0,0,3,0,59,0,0,0,0,1300,0,321,0,26,10,0,1,1
2011,2022-01-11,IL,2132,CASEY MUNICIPAL GAS SYSTEM,45,45,0,0,0,0,0,0,0,0,0,0,45,1680,0,0,0,0,0,0,0,0,0,0,1,1
2011,2022-01-11,IL,2316,"CHESTER GAS DEPT, CITY OF",0,0,0,0,41,2,15,1,3,3,0.138,0,65.138,0,0,0,773,652,304,135,0,92,10,0,1,1
2011,2022-01-11,IL,2372,"CISNE GAS DEPT, VILLAGE OF",0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,436,0,4,20,14,0,0,1,1
2011,2022-01-11,IL,2468,VILLAGE OF CLAY CITY,0,0,0,0,0,18,0,2,1,0,0,0,21,0,0,0,0,511,5,17,9,19,2,0,1,1
2011,2022-01-11,IL,2532,COBDEN MUNICIPAL GAS SYSTEM,0,0,0,0,0,13,1,0,0,0,0,0,14,0,0,0,0,259,57,36,8,12,3,0,1,1
2011,2022-01-11,IL,2728,CONSUMERS GAS CO,0,0,0,0,0,51,82.938,32.987,30,16,0.947,0,213.872,0,0,0,0,405,1955,2051,1101,589,64,0,1,1
2011,2022-01-11,IL,2868,"CREAL SPRINGS GAS UTILITY, CITY OF",0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,80,0,0,2,68,40,0,1,1
2011,2022-01-11,IL,2888,"CROSSVILLE GAS SYSTEM, VILLAGE OF",0,0,0,0,13.68,0,1,0,0,0,0,0,14.68,0,0,0,429,0,24,0,5,1,0,0,1,1
2011,2022-01-11,IL,3060,DAHLGREN GAS SYSTEM,0,0,0,0,0,8,0,0,0,1,0,0,9,0,0,0,0,256,10,20,20,13,3,0,1,1
2011,2022-01-11,IL,3420,"DIVERNON GAS DEPT, VILLAGE OF",0,0,0,9,3,0,0,9,3,0,0,0,24,0,0,365,95,0,0,203,107,28,2,0,1,1
2011,2022-01-11,IL,3630,"DUPO GAS SYSTEM, VILLAGE OF",0,0,0,0,4,4,3,4,4,5,0.002,0,24.002,0,0,0,329,361,361,97,103,123,30,0,1,1
2011,2022-01-11,IL,4240,EDINBURG GAS SYSTEM,0,0,0,0,8,0,0,0.76,0,0,0,0,8.76,0,0,0,414,0,0,21,46,35,0,0,1,1
2011,2022-01-11,IL,4470,"ENFIELD GAS DEPT, VILLAGE OF",0,0,0,0,0,0,13,2,0,0,0,0,15,0,0,0,0,0,333,11,44,16,3,0,1,1
2011,2022-01-11,IL,4507,"EQUALITY, VILLAGE OF",0,0,0,0,0,0,7,1,2,0,0,0,10,0,0,0,0,0,160,32,45,9,1,0,1,1
2011,2022-01-11,IL,5030,FAIRFIELD MUNICIPAL GAS UTILITY,26,26,0,0,11,6,3,5,5,2,0,0,58,10,0,0,1287,658,381,252,204,101,15,0,1,1
2011,2022-01-11,IL,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",0,0,0,0,0,11,0,6,7,0,0,0,24,0,0,0,0,406,8,31,106,24,1,0,1,1
2011,2022-01-11,IL,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",0,0,0,0,4,7.659,0,29,5,4,0.322,0,49.981,0,0,0,271,194,0,1586,153,272,38,0,1,1
2011,2022-01-11,IL,5550,"FRANKLIN GAS DEPT, CITY OF",0,0,0,0,5.5,0,0,0,3.5,0,0,0,9,219,0,0,0,0,0,0,92,9,1,0,1,1
2011,2022-01-11,IL,6280,"GEFF MUNICIPAL GAS UTILITY, VILLAGE OF",0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,193,5,21,19,10,1,0,1,1
2011,2022-01-11,IL,6550,"GRAND TOWER MUNICIPAL GAS SYSTEM, VILLAGE OF",0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,311,5,10,7,8,1,0,1,1
2011,2022-01-11,IL,6640,"GRAYVILLE GAS DEPT, CITY OF",0,0,0,0,5,13,3,0,1,0,0,0,22,0,0,0,62,622,187,12,23,23,5,0,1,1
2011,2022-01-11,IL,6780,"GREENUP, VILLAGE OF",36,36,0,0,0,0,0,0,0,0,0,0,36,853,0,0,0,0,0,0,0,3,1,0,1,1
2011,2022-01-11,IL,8030,ILLINOIS GAS CO,19.47,19.47,0,0,3.78,94.73,21.27,88.55,96.92,28.14,5.82,0,358.68,0,0,0,33,1053,661,3541,4633,1370,183,0,1,1
2011,2022-01-11,IL,9300,JONESBORO MUNICIPAL GAS,0,0,0,0,10,2,1,1,1,1,0,0,16,0,0,0,284,180,144,62,31,20,3,0,1,1
2011,2022-01-11,IL,10070,KARNAK MUNICIPAL GAS UTILITY,0,0,0,0,0,0,0,0,0,9.3,0,0,9.3,306,0,0,0,0,0,0,0,0,0,0,1,1
2011,2022-01-11,IL,11840,"LOUISVILLE GAS SYSTEM, VILLAGE OF",0,0,0,0,0,9,0,2,0,0,0,0,11,0,0,0,0,476,27,59,15,16,6,0,1,1
2011,2022-01-11,IL,12186,"MARSHALL GAS DEPT, CITY OF",0,0,0,0,0,36,6,12,16,1,1,0,72,0,0,0,0,1124,280,275,379,103,11,0,1,1
2011,2022-01-11,IL,12216,"MARTINSVILLE GAS DEPT, CITY OF",0,0,0,0,0,12,0,1,1,0,0.017,0,14.017,0,0,0,0,557,11,30,15,19,2,0,1,1
2011,2022-01-11,IL,12294,"MCLEANSBORO GAS SYSTEM, CITY OF",0,0,0,0,24,2,0,2,2,1,0,0,31,0,0,0,1436,74,0,292,69,41,5,0,1,1
2011,2022-01-11,IL,12510,"MILFORD GAS SYSTEMS, VILLAGE OF",0,0,0,0,0,20,0,0,3.5,1.5,0,0,25,0,0,0,0,917,0,0,13,7,0,0,1,1
2011,2022-01-11,IL,12858,MT CARMEL PUBLIC UTILITY CO,0,0,0.25,0.25,0.349,48.968,32,12,6,4.07,0.638,0,104.525,0,8,21,30,2105,1520,195,312,45,65,0,1,1
2011,2022-01-11,IL,13030,"NASHVILLE, CITY OF",0,0,0,0,16,2,3,6,2,1,0.32,0,30.32,0,0,0,423,309,308,119,103,150,199,0,1,1
2011,2022-01-11,IL,13250,"NEW BOSTON GAS DEPT, CITY OF",0,0,0,0,0,6,0,1,0,0,0,0,7,0,0,0,0,304,9,59,38,11,3,0,1,1
2011,2022-01-11,IL,13530,"NORRIS CITY GAS SYSTEM, VILLAGE OF",0,0,0,0,0,0,0,12,5.5,0,0,0,17.5,0,0,0,0,0,0,390,243,0,0,0,1,1
2011,2022-01-11,IL,13660,NORTH SHORE GAS CO,38.763,38.763,2.773,24.581,247.649,565.425,386.233,322.704,479.306,223.45,12.283,0,2303.167,1869,23,150,8176,16291,33363,26695,35975,22013,1850,0,1,1
2011,2022-01-11,IL,13710,NORTHERN ILLINOIS GAS CO,0,0,466,397,4471,7789,4887,4304,4396,5621,522,0,32853,635123,48,4,1230,2,131048,388301,468679,408763,42117,0,1,1
2011,2022-01-11,IL,15168,"PAWNEE GAS SYSTEM, VILLAGE OF",0,0,0,0,12,0,0,5,4,1,0,0,22,0,0,0,737,30,5,70,137,65,13,0,1,1
2011,2022-01-11,IL,15329,PEOPLES GAS LIGHT & COKE CO,0,0,1134.974,178.141,321.508,256.109,324.481,614.26,577.937,606.976,104.688,0,4119.074,0,1580,7997,15330,37582,118931,134081,115642,78216,14370,0,1,1
2011,2022-01-11,IL,15567,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF",0,0,0,0,0,24,4,2,6,0,0,0,36,0,0,0,0,1214,355,58,64,51,8,0,1,1
2011,2022-01-11,IL,15623,"PITTSBURG GAS SYSTEM, VILLAGE OF",0,0,0,0,0,7,1,0,0,0,0,0,8,0,0,0,0,194,36,0,6,1,1,0,1,1
2011,2022-01-11,IL,15630,PITTSFIELD MUNICIPAL GAS UTILITY,0,0,0,0,44,0,0,4,3,3,0.89,0,54.89,0,0,0,1089,220,20,210,384,307,13,0,1,1
2011,2022-01-11,IL,15700,"PLEASANT HILL GAS SYSTEM, VILLAGE OF",0,0,0,0,8,0,2,0,1,0,0,0,11,0,0,0,489,50,10,3,6,12,1,0,1,1
2011,2022-01-11,IL,17160,"RED BUD UTILITIES, CITY OF",0,0,0,0,0,26,11,0,8,1.5,0.5,0,47,0,0,0,0,642,255,133,443,203,11,0,1,1
2011,2022-01-11,IL,17510,VILLAGE OF RIVERTON,0,0,0,0,13,0,0,3,7,2,1.098,0,26.098,0,0,0,547,259,11,182,321,126,19,0,1,1
2011,2022-01-11,IL,17670,"ROODHOUSE ILLINOIS, CITY OF",0,0,0,0,14.947,0,0,7,0,0,0.052,0,21.999,0,0,0,124,0,0,741,0,29,10,0,1,1
2011,2022-01-11,IL,17690,ROSSVILLE MUNICIPAL GAS SYSTEM,0,0,0,0,0,5,2,2,0,0,0,0,9,0,0,0,553,0,0,10,10,12,4,0,1,1
2011,2022-01-11,IL,18088,"SALEM, CITY OF",0,0,0,0,11.525,2,1,31,24,5,1.5,0,76.025,0,0,0,650,244,87,1116,328,826,55,0,1,1
2011,2022-01-11,IL,18248,SHAWNEETOWN MUNICIPAL GAS SYSTEM,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,592,0,0,1,1
2011,2022-01-11,IL,18332,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",0,0,0,0,0,8,0,0,1,0,0,0,9,0,0,0,0,172,0,2,13,0,0,0,1,1
2011,2022-01-11,IL,18400,ROCK ENERGY COOPERATIVE,0,0,0,0,13,11,25,24,67,33,0,0,173,8,0,0,63,298,983,1402,2785,2517,45,0,1,1
2011,2022-01-11,IL,18656,"STONINGTON, VILLAGE OF",0,0,0,0,8,0,0,0,4,1,1,0,14,0,0,0,459,0,0,5,14,5,3,0,1,1
2011,2022-01-11,IL,18704,"SULLIVAN GAS DEPT, CITY OF",0,0,0,0,26.5,9.1,10,2.3,2.1,2.25,0.2,0,52.45,0,0,0,2202,112,35,52,41,17,0,0,1,1
2011,2022-01-11,IL,19070,"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",0,0,0,0,0,0,26,4,2,0,0,0,32,0,0,0,0,0,359,20,2,0,8,0,1,1
2011,2022-01-11,IL,19350,THEBES MUNICIPAL GAS CO,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,132,0,0,0,1,0,0,1,1
2011,2022-01-11,IL,19510,"TOLEDO, VILLAGE OF",0,0,0,0,0,13,0.5,0.5,1,0,0,0,15,0,0,0,0,506,24,16,27,9,1,0,1,1
2011,2022-01-11,IL,20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),10,10,1,10,62,277,109,102,95,25,4,0,695,3181,121,74,1672,4443,2197,5639,6234,2194,324,0,1,1
2011,2022-01-11,IL,21260,CITY OF VIENNA MUNICIPAL GAS SYSTEM,0,0,0,0,8,1,0,1,1,3,0,0,14,0,0,0,426,52,0,42,60,34,8,0,1,1
2011,2022-01-11,IL,22217,WATERLOO MUNICIPAL GAS SYSTEM,0,0,0,0,0,18.555,1,14,14.882,38,1.515,0,87.952,0,0,0,0,0,288,308,952,1750,62,0,1,1
2011,2022-01-11,IL,22273,WAVERLY GAS DEPT,0,0,0,0,10,0,0,0.25,0.25,0.5,0,0,11,0,0,0,541,20,18,3,14,31,3,0,1,1
2011,2022-01-11,IL,22287,"WAYNE CITY GAS UTILITY, VILLAGE OF",0,0,0,0,0,9,0,0,2,0,0,0,11,0,0,0,0,470,5,36,23,38,3,0,1,1
2011,2022-01-11,IL,22525,WESTVILLE GAS COMMISSION,0,0,0,0,5,14,7,3,0,0,0,0,29,528,0,0,89,504,208,123,111,0,1,0,1,1
2011,2022-01-11,IL,22567,"WHITE HALL GAS DEPT, CITY OF",0,0,0,0,11,0,18.988,2,3,1,0.012,0,36,0,0,0,805,100,12,84,28,90,7,0,1,1
2011,2022-01-11,IL,22700,"WINCHESTER, CITY OF",0,0,0,0,13.95,0,0,1,1,2,0.05,0,18,0,0,0,579,0,2,167,20,55,9,0,1,1
2011,2022-01-11,IL,30750,MIDAMERICAN ENERGY COMPANY,0.289,0.289,11.726,18.901,146.398,342.927,208.668,77.029,166.08,137.136,14.237,0,1123.391,3336,53,463,4402,14461,10488,4669,12997,8987,587,0,1,1
2011,2022-01-11,IL,30889,"RANTOUL, VILLAGE OF",0,0,0,0,6.67,1.4,0,0.93,5.78,2.43,0,0,17.21,0,0,0,284,33,0,50,134,54,7,0,1,1
2011,2022-01-11,IL,31814,"UTILITY SAFETY AND DESIGN, INC.",0,0,0,0,0,0,0,13.5,0,0,0,0,13.5,0,0,0,0,0,0,211,48,0,0,0,1,1
2011,2022-01-11,IL,31859,VILLAGE OF MORTON,52,52,0,0,0,0,2,7,24,29,2,0,116,1685,0,0,0,0,0,571,1505,1413,163,0,1,1
2011,2022-01-11,IL,31988,GALLAGHER DRILLING INC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1
2011,2022-01-11,IL,32282,JO-CARROLL ENERGY,120,120,0,0,0,16,0,1,1,14,5,0,157,4619,0,0,11,29,22,53,63,548,231,0,1,1
2011,2022-01-11,IL,32513,AMEREN ILLINOIS COMPANY,0,0,38,43,880,6993,2120,2310,2747,1664,83,0,16878,84072,3323,3771,43832,206645,117239,134002,134189,87191,10831,0,1,1
2011,2022-01-11,IN,891,AURORA UTILITIES,0,0,0,0,0,0,3,39,6,4,0,0,52,0,0,0,0,0,1,855,189,98,13,0,1,1
2011,2022-01-11,IN,1056,BAINBRIDGE MUNICIPAL GAS,0,0,0,0,0,8,0,0,1,0,0,0,9,0,0,0,0,222,28,22,29,2,0,0,1,1
2011,2022-01-11,IN,1160,BATESVILLE GAS UTILITY,0,0,0,0,5,20,5,10,25,13.608,1.46,0,80.068,0,0,0,119,887,49,560,757,476,29,0,1,1
2011,2022-01-11,IN,1632,BOONVILLE NATURAL GAS CORP,0,0,0,0,13,28,11,41,58,29,3,0,183,0,0,0,357,1406,911,1144,1210,546,39,0,1,1
2011,2022-01-11,IN,2360,CHRISNEY MUNICIPAL GAS CO,0,0,0,0,0,6.9,0.03,0.39,3,0,0,0,10.32,0,0,0,0,196,17,31,29,11,0,0,1,1
2011,2022-01-11,IN,2392,CITIZENS GAS & COKE UTILITY,0,0,0,4,460,776,592,769,778,637,54,0,4070,0,135,510,7983,11251,18915,81198,106681,37353,4980,0,1,1
2011,2022-01-11,IN,2676,COMMUNITY NATURAL GAS INC,0,0,0,0,0,90.07,22.72,72.58,110.55,24.54,6.01,0,326.47,0,0,0,0,942,521,1167,3713,1183,276,0,1,1
2011,2022-01-11,IN,5520,FOUNTAINTOWN GAS CO INC,0,0,0,0,0,10,30,72,50,15,1,0,178,0,0,0,0,328,730,1314,1067,457,66,0,1,1
2011,2022-01-11,IN,6560,GRANDVIEW MUNICIPAL GAS,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,191,35,16,30,2,0,0,1,1
2011,2022-01-11,IN,7670,"HUNTINGBURG GAS SYSTEM, CITY OF",103,103,0,0,0,0,0,0,0,30.15,1.537,0,134.687,2886,0,0,0,0,0,0,0,556,33,0,1,1
2011,2022-01-11,IN,8070,INDIANA GAS CO INC,92,92,210,126,938,2470,1105,2015,3029,2280,192,0,12457,0,1112,0,1003,87944,84172,143128,177106,119267,14667,0,1,1
2011,2022-01-11,IN,8080,INDIANA NATURAL GAS CORP,0,0,0,0,0,115,15,39,88,30,5,0,292,0,0,0,0,2976,833,1019,2742,875,217,0,1,1
2011,2022-01-11,IN,8090,INDIANA UTILITIES CORP,0,0,0,0,0,56,0,12,37,27,6,0,138,0,0,0,0,1302,114,266,971,513,59,0,1,1
2011,2022-01-11,IN,9140,JASPER MUNICIPAL UTILITIES,0,0,0,0,62,13,2,6,7,7,1.191,0,98.191,0,0,0,2000,1700,100,125,125,159,29,0,1,1
2011,2022-01-11,IN,11288,SYCAMORE GAS COMPANY,0,0,0,0,11.163,59.783,10.74,16.101,42.579,30.657,4.174,0,175.197,271,0,0,0,933,825,1208,2279,1445,182,0,1,1
2011,2022-01-11,IN,11536,LINTON MUNICIPAL GAS,0,0,0,0,0,0,4,36,28,1,0,0,69,0,0,0,0,0,59,2248,352,105,6,0,1,1
2011,2022-01-11,IN,12486,MIDWEST NATURAL GAS CORP,0,0,0,0,0,201,28,133,165,54,5,0,586,0,0,0,1089,5809,1904,3829,4127,1031,170,0,1,1
2011,2022-01-11,IN,12738,MONTEZUMA MUNICIPAL GAS UTILITIES DEPT,0,0,0,0,0,0,0,0,10,0.5,0,0,10.5,0,0,0,0,0,0,0,590,7,0,0,1,1
2011,2022-01-11,IN,13280,"NEW HARMONY GAS DEPT, TOWN OF",0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,488,0,7,51,27,0,0,1,1
2011,2022-01-11,IN,13730,NORTHERN INDIANA PUBLIC SERVICE CO,6.909,6.909,299.84,205.16,1249.16,5030.45,2985.83,2935.58,2606.03,1875.5,112.31,0,17306.769,0,2244,6560,27902,147736,182833,156262,182352,127859,9878,0,1,1
2011,2022-01-11,IN,14180,OHIO VALLEY GAS CORP,362.303,362.303,0,0,0,0,0,86.174,185.125,77.731,8.817,0,720.15,10773,0,0,0,0,0,4871,7735,4320,531,0,1,1
2011,2022-01-11,IN,14190,OHIO VALLEY GAS INC,103.646,103.646,0,0,0,0,0,15.326,25.687,15.493,11.537,0,171.689,2557,0,0,0,0,0,1178,1149,434,57,0,1,1
