NAME,OPERATOR_ID,SIGNIFICANT,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,CAUSE,COMMODITY_RELEASED_TYPE,NARRATIVE,SYSTEM_TYPE,UNITS,TOTAL_RELEASE,MDY,IMONTH,MSYS,ILOC,MoYr
KINDER MORGAN WINK PIPELINE LLC,31957,YES,2020,2020-03-05T21:41:00Z,31.292707,-102.530283,1658,0,NO,0,NO,0,NO,NO,0,101683.169903335,EQUIPMENT FAILURE,CRUDE OIL,"ON 3/6/2020, A KINDER MORGAN PIPELINE OPERATOR WAS NOTIFIED BY A THIRD PARTY OPERATOR OF A RELEASE OF CRUDE OIL FROM ITS MCCAMEY TO WINK 10"" PIPELINE SEGMENT AT THE CORDONA LAKE STATION. THE PIPELINE OPERATOR NOTIFIED THE CONTROL CENTER, AND THE PIPELINE WAS SHUT DOWN. THE PIPELINE OPERATOR WAS DISPATCHED TO THE SITE TO INVESTIGATE AND CONFIRMED THAT THE FAILURE OCCURRED ON A 1/2"" PIPE NIPPLE THAT WAS CONNECTED TO A 2"" VALVE THAT WAS BEING USED FOR A MAINLINE PRESSURE TRANSMITTER ON THE MCCAMEY TO WINK PIPELINE. BASED ON INFORMATION GATHERED DURING THE INVESTIGATION, IT WAS DETERMINED THAT THE CRACK ON THE 1/2"" PIPE NIPPLE OCCURRED ON 3/5/2020 AT 21:41PM. KINDER MORGAN DID NOT BECOME AWARE OF THE FAILURE UNTIL 3/6/2020 AT 09:34AM. THE METALLURGICAL ANALYSIS REPORT INDICATED THE CRACK OCCURRED DUE TO HIGH CYCLE FATIGUE THAT INITIATED AT THE ROOT OF THE THREAD IN THE PIPE NIPPLE.    THE FOLLOWING IS A CONTINUATION OF PART A, QUESTION 6: NRC REPORT  A 48-HOUR FOLLOW-UP TO THE NRC WAS ON 3/8/20 AT 9:49 CST, REPORT # 1272956  ADDITIONAL NRC UPDATE WAS ON 3/11/20 AT 16:09 CST, REPORT# 1273275",HL (Hazardous Liquids),US BBLs,1658,2020-03-05,3,HL,"Not Within A Municipality, TX",2020-03-01
NORTHERN BORDER PIPELINE COMPANY,13769,YES,2020,2020-04-02T00:58:00Z,45.53309,-98.78553,35490,700,NO,0,NO,0,NO,NO,0,62995.289993904,EQUIPMENT FAILURE,"NATURAL GAS","AUGUST 31, 2020 - THE STATION VENT/BLOWDOWN VALVE OPERATOR WAS INSPECTED AND COMPONENTS OF THE ELEMENTARY CONTROL SENSOR (ECS) WERE DIRTY, WORN, AND DEGRADED. THE ECS MONITORS GAS PRESSURE ON THE PIPING AND WHEN THE PRESSURE LOWERS TO A SPECIFIED VALUE THE ECS WILL SIGNAL THE REVERSE RELAY TO ACTIVATE AND SEND SIGNAL TO SOLENOID TO OPEN VALVE. THE ECS, REVERSE RELAY AND TWO SOLENOIDS WERE REPLACED AT THIS LOCATION AND TESTED. THE SYSTEM IS NOW FUNCTIONING CORRECTLY.",GT (Gas Transmission),mscf,36190,2020-04-02,4,Gas,"Wetonka, SD",2020-04-01
EXXONMOBIL PIPELINE CO,4906,YES,2020,2020-04-07T04:03:00Z,28.920494,-95.377879,200,0,NO,0,NO,0,NO,NO,0,2675105.25124096,OTHER INCIDENT CAUSE,CRUDE OIL,"ON THE MORNING OF APRIL 7, 2020, AT APPROXIMATELY 04:03 A.M., THE EMPCO OPERATIONS CONTROL CENTER (OCC) WAS NOTIFIED BY A DEPARTMENT OF ENERGY (DOE) CONTRACTOR OF A POTENTIAL CRUDE OIL LEAK AT THE DOE FACILITY NEAR PIPING LEASED BY EMPCO. UPON RECEIVING THE NOTIFICATION, OCC NOTIFIED THE OPERATIONS SUPERVISOR IN CHARGE OF THE AREA. GIVEN THE PROXIMITY TO EMPCO-LEASED PIPING, EMPCO MADE THE APPROPRIATE NOTIFICATIONS TO THE NRC AND OTHER AGENCIES. EMPCO OPERATIONS PERSONNEL ALONG WITH OIL SPILL RESPONSE CONTRACTORS IMMEDIATELY RESPONDED AND BEGAN SITE ASSESSMENT AND CLEANUP ACTIVITIES. ON APRIL 11, 2020, THE RESPONSE TEAM IDENTIFIED THE SEGMENT OF STATION PIPING THAT WAS THE SOURCE OF THE LEAK. THE PIPING WAS EXCAVATED, CUT OUT AND SENT TO A THIRD-PARTY LAB TO BE PRESERVED FOR ANALYSIS. THE STATION PIPING WAS REPAIRED AND THE IMPACTED PIPELINE SYSTEM RESTARTED AT APPROXIMATELY 7 P.M. ON APRIL 13, 2020. THE STATION PIPING THAT WAS THE SOURCE OF THE LEAK WAS DETERMINED TO BE DEAD LEG PIPING.     EMPCO IS SUBMITTING THIS PRELIMINARY REPORT AS IT MADE THE INITIAL NOTIFICATION AND HAS ACCESS TO THE INFORMATION REQUIRED TO COMPLETE THIS REPORT BY VIRTUE OF ITS RESPONSE ACTIVITIES.  HOWEVER, AFTER REVIEWING DOCUMENTATION ASSOCIATED WITH THE FACILITY AND EMPCO'S LEASE AGREEMENT WITH DOE, EMPCO'S VIEW IS THAT THE STATION PIPING IS OWNED BY DOE AND IS NOT EMPCO'S RESPONSIBILITY.  AS EMPCO DOES NOT BELIEVE IT OWNS, LEASES, OR OTHERWISE HAS RESPONSIBILITY FOR THE STATION PIPING AT ISSUE, IT IS OUR POSITION THAT WE ARE NOT THE OPERATOR, AND WE RESERVE ALL RIGHTS TO CONTEST ANY CONCLUSION TO THE CONTRARY.  EMPCO CONTINUES TO DISCUSS THE MATTER WITH DOE.  EMPCO SUBMITS THIS PRELIMINARY REPORT UNDER ITS OPERATOR IDENTIFICATION NUMBER WHILE DISCLAIMING RESPONSIBILITY FOR THE STATION PIPING AT ISSUE. THIS SITUATION LED TO SOME ISSUES WHILE FILLING OUT THIS REPORT. EMPCO WOULD LIKE TO PROVIDE CLARIFICATION AS FOLLOWS:     PART B, QUESTION 10 - LOCATION OF ACCIDENT. THIS ACCIDENT DID NOT TAKE PLACE AT AN EMPCO-OPERATED FACILITY.  PART D, QUESTION 3 - LONG TERM IMPACT ASSESSMENT PERFORMED OR PLANNED. AT THIS TIME, INITIAL SPILL CLEANUP ACTIVITIES HAVE BEEN COMPLETED AND NO FURTHER TESTING/REMEDIATION BY EMPCO IS PLANNED, SUBJECT TO EMPCO'S DISCUSSIONS WITH DOE ON RESPONSIBILITY.  EMPCO IS WORKING TO SUBMIT THE H-8 (LOSS REPORT) REPORT TO TRRC-OIL & GAS DIVISION. A FINAL INSPECTION OF BLUE LAKE UNDER THE SHORELINE CLEAN-UP ASSESSMENT TECHNIQUE (SCAT) HAS BEEN COMPLETED AND THE SCAT SIGNED OFF BY EMPCO, DOE, EPA, USFWS AND TPWD.   PART D, QUESTIONS 6 & 7 - QUESTIONS RELATED TO INCORPORATION OF THE STATION PIPING IN EMPCO'S IMP. THIS STATION PIPING IS NOT INCLUDED IN EMPCO'S IMP, AS EMPCO DOES NOT OWN OR OPERATE THE PIPING.  PART G - THE CAUSE OF THE ACCIDENT IS ""UNKNOWN"" AT THIS TIME TO EMPCO, AS EMPCO HAS NOT CONDUCTED AN INVESTIGATION INTO THE CAUSE DUE TO ITS BELIEF IT IS NOT RESPONSIBLE FOR THE STATION PIPING AT ISSUE AND THEREFORE EMPCO DOES NOT PLAN ON SUBMITTING ANY SUPPLEMENTAL REPORT.",HL (Hazardous Liquids),US BBLs,200,2020-04-07,4,HL,"Freeport, TX",2020-04-01
"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",19235,YES,2020,2020-05-04T16:36:00Z,38.30244807,-83.60167344,51684,96400,NO,0,NO,0,YES,YES,2,12231840.221632,"NATURAL FORCE DAMAGE","NATURAL GAS","AT APPROXIMATELY 4:36 PM EDT ON MAY 4, 2020, TETLP'S 30-INCH DIAMETER LINE 10 TRANSPORTING NATURAL GAS FROM WHEELERSBURG COMPRESSOR STATION TO OWINGSVILLE COMPRESSOR STATION IN KENTUCKY FAILED AT M.P. 509.898.  THE FAILURE RESULTED IN AN EXPLOSION AND FIRE.  TETLP RECEIVED A CALL ATTENDANT ALARM AT 4:39 PM EDT FROM THE OWINGSVILLE COMPRESSOR STATION.  DURING THE ENSUING MINUTES, TETLP BEGAN RECEIVING REPORTS FROM THE PUBLIC OF A FIRE NORTH OF THE OWINGSVILLE COMPRESSOR STATION.  TETLP PERSONNEL WERE IMMEDIATELY DISPATCHED TO CLOSE MAINLINE BLOCK VALVE, MLV 10-367 AT MP 517 AND MLV 10-351 AT THE OWINGSVILLE COMPRESSOR STATION, THUS ISOLATING THE FAILED SEGMENT AT 5:23 EDT. TETLP INITIATED THE NOTIFICATION TO THE NRC AT 5:23 PM EDT AFTER RECEIVING CONFIRMED DISCOVERY OF THE PIPELINE FAILURE AND GATHERING THE INITIAL INFORMATION TO MAKE THE NRC NOTIFICATION WITH THE CALL TERMINATING AT 5:40 PM EDT.  NOTE THAT THE NRC RECORDS THE TIME THE CALL WAS TERMINATED ON THE NRC REPORT AND NOT THE TIME OF THE CALL WAS INITIATED.    THE APPARENT CAUSE OF THE INCIDENT IS UNDER INVESTIGATION BY THE NTSB.  THE INCIDENT CAUSE IS BEING REPORTED AS OTHER INCIDENT CAUSE UNTIL THE NTSB RELEASES INFORMATION ABOUT THE INCIDENT CAUSE. THE APPARENT CAUSE WILL BE UPDATED WHEN IT BECOMES AVAILABLE FROM THE NTSB.  PART J WILL BE SUPPLEMENTED AS WELL ALONG WITH CAUSE.    NOTE THAT E.1.A ESTIMATED GAS FLOW IN PIPE SEGMENT AT THE POINT AND TIME OF THE INCIDENT (MSCF/D): IS WAS APPROXIMATELY 1,433,000 DTH/D RATE THROUGH THE OWINGSVILLE COMPRESSOR STATION WHICH INCLUDES BOTH LINES 10 AND 25.  LINE 15, WHICH SHARES THE RIGHT OF WAY WITH LINES 10 AND 25 WAS ISOLATED AT THE TIME OF THE INCIDENT.    11/23/2021  - UPDATED E.1 ESTIMATED PRESSURE IN PIPE SEGMENT AT THE POINT AND TIME OF THE INCIDENT (PSIG) TO 674 PSIG  - UPDATED PART G TO INDICATE G2 - NATURAL FORCE DAMAGE. THE APPARENT CAUSE OF THE INCIDENT IS UNDER INVESTIGATION BY THE NTSB.",GT (Gas Transmission),mscf,148084,2020-05-04,5,Gas,"Hillsboro, KY",2020-05-01
TARGA DOWNSTREAM LLC,39823,YES,2020,2020-05-27T14:00:00Z,31.83148,-104.18947,1800,0,NO,0,NO,0,NO,NO,0,1086238.78777323,CORROSION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,A TARGA PIPELINE TECHNICIAN DISCOVERED VAPOR RELEASING ON TARGA'S PEREGRINE PIPELINE ROW.  THE PEREGRINE LATERAL TRANSPORTS Y GRADE NGL.  AN INVESTIGATION DETERMINED THE RELEASE WAS COMING FROM TARGA'S PIPELINE AND THE PIPELINE WAS SHUT-DOWN AND DE-INVENTORIED USING A PIPELINE PIG PUSHED WITH NITROGEN.  THE SEGMENT OF PIPELINE THAT FAILED IS A BORED SEGMENT INSTALLED BY DIRECTIONAL DRILL.  THE LENGTH OF THE DRILL IS 926 FEET WITH A MAXIMUM DEPTH BELOW GRADE OF 70 FEET.  REMOVING THE PIPELINE TO DETERMINE THE CAUSE OF THE FAILURE HAS BEEN DIFFICULT AND TIME CONSUMING BECAUSE OF THE DEPTH AND LENGTH OF THE DRILLED SEGMENT.      A CORRODED AREA WITH PITTING THAT CREATED A HOLE IN THE PIPE WALL HAS BEEN FOUND AT THE LOCATION WHERE PIPE WAS 30 FEET BELOW GRADE.  THE HOLE HAS BEEN MEASURED AT 3/8 INCH IN DIAMETER.    AN INVESTIGATION WITH CORROSION SPECIALISTS IS ON-GOING TO DETERMINE THE CAUSE OF THE CORROSION.  THE FAILED SEGMENT WILL ALSO BE SENT TO A METALLURGICAL LAB FOR ANALYSIS.  TARGA WILL RUN AN IN-LINE INSPECTION OF THE PEREGRINE LATERAL TO ASSESS THE INTEGRITY OF THE PIPELINE ONCE THE FAILED SEGMENT IS REPLACED.      EIGHT QUAIL WERE FOUND THAT WERE KILLED BY THE RELEASE.  A TEXAS STATE WILDLIFE OFFICIAL WAS NOTIFIED.      THE SECTION OF PIPE WHERE THE LEAK OCCURRED WAS INSTALLED BY A HORIZONTAL DIRECTIONAL DRILL.  THAT SECTION WAS REPLACED BY A HORIZONTAL DIRECTIONAL DRILL.      THE PIPELINE LOST COATING WHEN INSTALLED BY THE HORIZONTAL DIRECTIONAL DRILL DUE TO ROCKY SOIL CONDITIONS.  EXTERNAL CORROSION WAS CAUSED BY DC STRAY CURRENT INTERFERENCE FROM A COMBINED OPERATION OF CATHODIC PROTECTION SYSTEMS FOR THE NEARBY PIPELINES MOST PREVALENT BEFORE CATHODIC PROTECTION FOR THE PIPELINE WAS ACTIVATED AFTER CONSTRUCTION.      THE FOLLOWING MEASURES ARE BEING ADOPTED TO A PREVENT A SIMILAR ACCIDENT IN THE FUTURE.     1. ENHANCED DESIGN STUDY TO INCLUDE INVESTIGATING R.O.W. FOR INTERFERENCE ISSUES TO INCLUDE ANODIC/CATHODIC INTERFERENCE ALONG WITH THE PURPOSE OF AC/DC CATHODIC PROTECTION DESIGN.  2. ENHANCE NATIVE STUDY TO PROVIDE NATIVE READING AND TO INVESTIGATE ANY POSSIBLE INTERFERENCE ISSUES BEFORE CP IS COMMISSIONED.  3. INSTALL INTERIM GALVANIC CP SYSTEMS ON SEGMENTS INSTALLED BY HORIZONTAL DIRECTIONAL DRILL FOR TEMPORARY PROTECTION UNTIL PERMANENT CP SYSTEM IS ENERGIZED.    THE ILI RUN AFTER REPAIR DID NOT IDENTIFY ANY ACTIONAL ANOMALIES.,HL (Hazardous Liquids),US BBLs,1800,2020-05-27,5,HL,"Van Horn, TX",2020-05-01
"NATURAL GAS PIPELINE CO OF AMERICA (KMI)",13120,YES,2020,2020-06-24T19:32:00Z,41.37933952,-91.19507907,50866,0,NO,0,NO,0,NO,NO,0,80191.4813202125,EQUIPMENT FAILURE,"NATURAL GAS","ON THE AFTERNOON OF JUNE 24, 2020, EMPLOYEES AT NATURAL GAS PIPELINE COMPANY OF AMERICA, LLC (NGPL) STATION 199 WERE PERFORMING OPERATIONAL TESTS ON THE BACKUP COMPRESSOR UNIT. WHEN THE TESTS WERE COMPLETE, THE EMPLOYEES STARTED THE SHUTDOWN PROCESS ON THE UNIT AND CHECKED IN THE STATION PLC THAT ALL UNIT VALVES WERE IN THE PROPER POSITION BEFORE LEAVING THE SITE FOR THE  DAY. WHEN EMPLOYEES ARRIVED ON SITE THE NEXT MORNING, JUNE 25, 2020 AT 8:07, THEY DISCOVERED THAT GAS WAS VENTING AND CONFIRMED DISCOVERY OF AN INCIDENT. THEY DETERMINED THAT THE 36 INCH DISCHARGE MANIFOLD VALVE ON THE UNIT WAS NOT FULLY CLOSED, DESPITE INDICATING CLOSED ON THE PLC. THIS THEREFORE ALLOWED GAS TO CONTINUE TO VENT. THE EMPLOYEES MANUALLY CLOSED THE VALVE TO STOPPED THE RELEASE AND INITIATED THE ERL PROTOCOL. DURING THE ERL CALL THE INCIDENT WAS DEEMED REPORTABLE AND THE CALL TO THE NRC WAS INITIATED AT 9:01. HOWEVER, DUE TO HOLD TIMES, THE REPORT WAS NOT TAKEN UNTIL 9:17.    THE INVESTIGATION IN TO THE RELEASE REVEALED THAT A CRACKED AND PUNCTURED VALVE DIAPHRAGM WAS RESPONSIBLE FOR THE BLOCK VALVE'S FAILURE TO FULLY CLOSE. THE PILOT OPERATOR WAS REPAIRED BY REPLACING THE DAMAGED DIAPHRAGM WITH A NEW DIAPHRAGM. IN ORDER TO PREVENT A REOCCURRENCE, ALL CONTROL DIAPHRAGMS ON SIMILAR PILOT OPERATING VALVES AT THIS STATION WERE INSPECTED AND REPLACED. FINALLY, A PRESSURE MONITORING ALGORITHM WAS ADDED TO THE PLC AND WILL ISSUE A CALL OUT ALARM IF THE COMPRESSOR HAS NOT BLOWN DOWN AFTER A SET TIME",GT (Gas Transmission),mscf,50866,2020-06-24,6,Gas,"Letts, IA",2020-06-01
EXXONMOBIL PIPELINE CO,4906,YES,2020,2020-06-22T05:43:00Z,30.475309,-91.220828,33,5117,NO,0,NO,0,NO,NO,0,500178.793695027,EQUIPMENT FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"ON JUNE 22, 2020, VALVE-1699 HAD A FAILURE OF A TEMPORARY ENGINEERED ENCLOSURE INSTALLED TO CONTAIN PRODUCT FROM A DETERIORATING O-RING ON THE VALVE BONNET. AN ESTIMATED 33 BARRELS WERE RELEASED INTO THE ATMOSPHERE AND THE VAPOR CLOUD WAS CONTAINED IN THE VICINITY OF THE VALVE. A FIRE MONITOR WAS SET UP BY EXXONMOBIL BATON ROUGE REFINERY AND A WATER SPRAY TURNED ON TO SUPPRESS THE VAPORS. AIR MONITORING BEGAN IMMEDIATELY AND PERIMETER AIR MONITORING WAS SET UP NEAR THE ROADWAY TO ENSURE NO VOCS OR LELS WERE LEAVING THE SITE. FLARES WERE SET UP ON EACH END OF THE PIPELINE AT THE ISOLATION VALVES TO EMPTY THE PIPELINE IN ORDER TO SAFELY REPLACE THE VALVE. PRODUCT CONTINUED TO BE RELEASED FROM THE FAILED TEMPORARY VALVE UNTIL FLARE DOWN WAS COMPLETE ON JUNE 26, 2020.    THE VALVE WAS REPLACED IN LIKE-KIND. THIS TEMPORARY ENGINEERED ENCLOSURE WAS THE ONLY ONE IN EMPCO'S SYSTEM. HOWEVER, AS A FOLLOW UP FROM THE INVESTIGATION, EMPCO'S REPAIR AND MODIFICATION MANUAL WILL BE UPDATED TO INCLUDE FUGITIVE EMISSIONS MONITORING IF THIS TEMPORARY ENGINEERED ENCLOSURE IS UTILIZED IN THE FUTURE TO MAINTAIN A VALVE UNTIL SYSTEM CAN BE SAFELY DEPRESSURIZED/GAS FREED AND PERMANENTLY REPAIRED.",HL (Hazardous Liquids),US BBLs,5150,2020-06-22,6,HL,"Port Allen, LA",2020-06-01
"ROVER PIPELINE, LLC",39193,NO,2020,2020-07-12T12:33:00Z,40.45206,-81.22733,3700,2800,NO,0,NO,0,NO,NO,0,9476.84411739092,EQUIPMENT FAILURE,"NATURAL GAS",ON 7/12/20 AT 01:34 EST THE HOUSTON CONTROL CENTER RECEIVED A SCADA ALARM FOR SOUND LEVEL AT THE LEESVILLE COMPRESSOR STATION.  CONTROL CENTER IMMEDIATELY CONTACTED LOCAL OPERATIONS PERSONNEL TO RESPOND TO THE STATION AND INVESTIGATE.  LOCAL OPERATIONS PERSONNEL ARRIVED ONSITE AT APPROXIMATELY 01:54 AND THE STATION WAS SHUTDOWN AT 01:56.  AT 02:08 HOUSTON CONTROL CENTER WAS CONTACTED BY LOCAL FIRE DEPT. REGARDING A NOISE COMPLAINT AND EXPLAINED THAT THE SITUATION WAS BEING ADDRESSED.  UPON FURTHER INVESTIGATION AFTER THE AREA WAS SAFE OPERATIONS PERSONNEL DISCOVERED FAILED SMALL DIAMETER TUBING ON UNIT 205.  THE TUBING WAS REPLACED AND UNIT 205 WAS RETURNED TO SERVICE AT 03:10.  AFTER VOLUME RELEASED CALCULATIONS WERE COMPLETED IT WAS DETERMINED THAT THIS EVENT MET REPORTING THRESHOLDS AT WHICH TIME THE NRC WAS NOTIFIED.  TO PREVENT RECURRENCE ADDITIONAL SUPPORT WAS PROVIDED FOR THE TUBING.  OTHER FACILITIES OF SIMILAR DESIGN WILL BE INSPECTED AND ADDITIONAL SUPPORT WILL BE PROVIDED AS NECESSARY.,GT (Gas Transmission),mscf,6500,2020-07-12,7,Gas,"Dennison, OH",2020-07-01
ENTERPRISE PRODUCTS OPERATING LLC,31618,YES,2020,2020-07-28T11:52:00Z,32.363388,-101.884832,15061,0,NO,0,YES,1,YES,YES,0,816915.824784464,EXCAVATION DAMAGE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"ON JULY 28, 2020 AT 11:52 AM CDT HOUSTON CONTROL CENTER (HCC) RECEIVED A CHANGE OF PRESSURE ALARM AT MP 65 ON THE SEMINOLE BLUE MAINLINE. PRESSURE DROPPED BY APPROXIMATELY 700 PSIG. HCC IMMEDIATELY BEGAN SHUTDOWN OF THE PIPELINE AND CLOSING BLOCK VALVES UPSTREAM AND DOWNSTREAM OF THE OBSERVED PRESSURE DROP. PIPELINE WAS FULLY SHUTDOWN AND ISOLATED AT APPROXIMATELY 12:00 CDT.     HCC WAS NOTIFIED THAT A FIRE WAS ON THE RIGHT-OF-WAY AT 12:45 CDT. A PIECE OF HEAVY EQUIPMENT BELONGING TO A THIRD PARTY CONTRACTOR WAS PARKED ON THE RIGHT-OF-WAY ENGULFED IN FLAMES. THE FIRE WAS EXTINGUISHED ON JULY 30, 2020 AT APPROXIMATELY 17:15 CDT.     THE DAMAGED SECTION OF PIPE WAS REPLACED ONCE THE AREA WAS MADE SAFE. THE SYSTEM WAS RETURNED TO SERVICE ON AUGUST 1, 2020 AT 18:38 CDT.    FOUR EMPLOYEES OF THE THIRD PARTY EXCAVATOR WERE INJURED, ONE REQUIRED HOSPITALIZATION.     THE INITIAL NRC NOTIFICATION #1283012 WAS MADE AT 13:38 CDT ON 7/28/2020, AND THE 48-HOUR NRC UPDATE #1283205 WAS MADE AT 11:48 CDT ON 7/30/2020.    TRRC ACCIDENT #2237",HL (Hazardous Liquids),US BBLs,15061,2020-07-28,7,HL,"Tarzan, TX",2020-07-01
COLORADO INTERSTATE GAS CO,2564,YES,2020,2020-08-31T16:44:00Z,41.69947763,-110.36460299,150000,0,NO,0,NO,0,NO,NO,0,321203.988504746,EQUIPMENT FAILURE,"NATURAL GAS","ON AUGUST 31, 2020, THE ROBERSON CREEK COMPRESSOR STATION WAS ON LINE AND ONE OF THE THREE UNITS WAS OPERATING.  DURING THE DAY, OPERATIONS WAS WORKING WITH THE ORIGINAL EQUIPMENT MANUFACTURER TO INSPECT UNIT #2 VARIABLE FREQUENCY DRIVE (VFD) FOR THE PRIMARY DRIVER/ELECTRIC MOTOR.  DURING THE INSPECTION, ONLY THE POWER TO THE VFD HAD BEEN LOCKED OUT AND NOTHING WAS TOUCHED ON THE GAS PIPING.  AT APPROXIMATELY 2:10 PM MT, OPERATIONS STARTED UNIT #2 AT THE ROBERSON CREEK COMPRESSOR STATION TO CHECK THE OPERATION OF THE VFD.  AFTER OPERATING THE UNIT FOR APPROXIMATELY 10 MINUTES THE UNIT WAS SHUT DOWN AT APPROXIMATELY 2:20 PM MT BY LOCAL OPERATIONS. EACH TIME A UNIT SHUTS DOWN, A TWO HOUR TIMER STARTS TO BLOWDOWN THE COMPRESSOR CASE.  AT APPROXIMATELY 4:00 PM MT, KM PERSONNEL LEFT FOR THE DAY. AT 4:26 PM MT, THE UNIT VENT VALVE OPENED TO VENT THE COMPRESSOR CASE. NORMALLY IN THIS SITUATION, THE UNIT DISCHARGE VALVE WOULD BE IN THE CLOSED POSITION; HOWEVER, THE DISCHARGE VALVE WAS IN THE OPEN POSITION. THIS ALLOWED GAS TO CONTINUE TO VENT FROM THE STATION DISCHARGE. ON SEPTEMBER 1, 2020, AT APPROXIMATELY 6:50 AM MT, STATION PERSONNEL ARRIVED AT THE FACILITY, HEARD THE GAS BLOWING AND CLOSED THE VENT VALVE THAT THEY FOUND IN THE OPEN POSITION. GAS LOSS WAS CALCULATED TO BE APPROXIMATELY 150 MMCF.     THE INVESTIGATION REVEALED THAT THE UNIT DISCHARGE VALVE WAS COMMANDED OPEN BY THE UNIT PLC AT 2:25PM.  IT COULD NOT BE DETERMINED WHY THE VALVE WAS COMMANDED OPEN OR WHERE THE COMMAND CAME FROM. THE INVESTIGATION TEAM WAS UNABLE TO REPLICATE THE CAUSE OF THE EVENT DURING THEIR INVESTIGATION AND SUSPECTS THAT THE PLC EXPERIENCED A MALFUNCTION THAT CAUSED IT TO SEND THE UNINTENDED SIGNAL TO OPEN. THE INVESTIGATION ALSO REVEALED THAT THERE WAS A FLAW IN THE PLC PROGRAMMING. THERE WAS A LOGIC PATH THAT ALLOWED THE CONFIRMATION OF THE UNIT VALVE CLOSURES TO BE BYPASSED WHEN BLOWING DOWN THE COMPRESSOR UNIT. IN ORDER TO PREVENT A REOCCURRENCE, THE PLC LOGIC WAS MODIFIED TO ENSURE THAT THE UNIT SUCTION AND DISCHARGE VALVES ARE CLOSED BEFORE THE UNIT VENT VALVE IS OPENED. ADDITIONALLY, CIG ASSESSED THE PLC LOGIC OF THE OTHER TWO COMPRESSOR UNITS AND MADE CHANGES AS APPROPRIATE. IN ADDITION, A CALLOUT ALARM WAS ADDED IN THE EVENT THAT UNIT VENT VALVE IS OPEN AT THE SAME TIME AS A UNIT SUCTION OR DISCHARGE VALVE. FINALLY, A VENT STACK FLOW SWITCH WAS INSTALLED TO HELP DETECT ANY FUTURE UNINTENDED RELEASES.",GT (Gas Transmission),mscf,150000,2020-08-31,8,Gas,"Kemmerer, WY",2020-08-01
